genreA,genreB,genreC,movie
comedy,drama,romance,Chilly Scenes of Winter (Head Over Heels) (1979)
comedy,drama,romance,Untamed Heart (1993)
comedy,drama,romance,Cutthroat Island (1995)
comedy,drama,romance,When Night Is Falling (1995)
comedy,drama,romance,Ticket To Romance (En enkelt til Korsør) (2008)
comedy,drama,romance,"All Together, The (2007)"
comedy,drama,romance,Heart of a Lion (2013)
comedy,drama,romance,In Her Shoes (2005)
comedy,drama,romance,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
comedy,drama,romance,Four Daughters (1938)
comedy,drama,romance,Leatherheads (2008)
comedy,drama,romance,Next Stop Wonderland (1998)
comedy,drama,romance,It Started in Naples (1960)
comedy,drama,romance,Caótica Ana (2007)
comedy,drama,romance,As You Like It (2006)
comedy,drama,romance,Adaptation (2002)
comedy,drama,romance,Somebody Up There Likes Me (2012)
comedy,drama,romance,Comet (2014)
comedy,drama,romance,Kwik Stop (2001)
comedy,drama,romance,"Taste of Others, The (Le goût des autres) (2000)"
comedy,drama,romance,Love Is All You Need (Den skaldede frisør) (2012)
comedy,drama,romance,I Served the King of England (Obsluhoval jsem anglického krále) (2006)
comedy,drama,romance,Nurse Betty (2000)
comedy,drama,romance,What Happened Was... (1994)
comedy,drama,romance,Sabah (2005)
comedy,drama,romance,"Not with My Wife, You Don't! (1966)"
comedy,drama,romance,Happy New Year (2014)
comedy,drama,romance,"Affair to Remember, An (1957)"
comedy,drama,romance,Solitary Man (2009)
comedy,drama,romance,Monday Morning (Lundi matin) (2002)
comedy,drama,romance,Arizona Dream (1993)
comedy,drama,romance,"Same Time, Next Year (1978)"
comedy,drama,romance,Walking and Talking (1996)
comedy,drama,romance,"Upside of Anger, The (2005)"
comedy,drama,romance,Hamlet Goes Business (Hamlet liikemaailmassa) (1987)
comedy,drama,romance,Last Holiday (2006)
comedy,drama,romance,Blue Crush (2002)
comedy,drama,romance,Touch (1997)
comedy,drama,romance,Alice Adams (1935)
comedy,drama,romance,"Ugly Truth, The (2009)"
comedy,drama,romance,"Philadelphia Story, The (1940)"
comedy,drama,romance,Beat the Devil (1953)
comedy,drama,romance,Say Anything... (1989)
comedy,drama,romance,Kathleen (1941)
comedy,drama,romance,Scenes of a Sexual Nature (2006)
comedy,drama,romance,Tortilla Flat (1942)
comedy,drama,romance,Wanda Nevada (1979)
comedy,drama,romance,Sholay (1975)
comedy,drama,romance,Xuxa in Crystal Moon (1990)
comedy,drama,romance,"Terminal, The (2004)"
comedy,drama,romance,Fall (1997)
comedy,drama,romance,Saratoga (1937)
comedy,drama,romance,Magic in the Moonlight (2014)
comedy,drama,romance,My Son the Fanatic (1997)
comedy,drama,romance,Teknolust (2002)
comedy,drama,romance,"Good Night, The (2007)"
comedy,drama,romance,Sabrina (1995)
comedy,drama,romance,There Goes My Heart (1938)
comedy,drama,romance,Comrade X (1940)
comedy,drama,romance,Cool as Ice (1991)
comedy,drama,romance,"Devil to Pay!, The (1930)"
comedy,drama,romance,Alfie (2004)
comedy,drama,romance,Mr. Nobody (2009)
comedy,drama,romance,Funny Girl (1968)
comedy,drama,romance,Show Boat (1936)
comedy,drama,romance,Parisian Love (1925)
comedy,drama,romance,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)"
comedy,drama,romance,Je préfère qu'on reste amis (2005)
comedy,drama,romance,Love Object (2003)
comedy,drama,romance,Very Ordinary Couple (Yeonaeui Wondo) (2013)
comedy,drama,romance,Amira & Sam (2014)
comedy,drama,romance,Wolf (1994)
comedy,drama,romance,Itty Bitty Titty Committee (2007)
comedy,drama,romance,Moonlight and Valentino (1995)
comedy,drama,romance,"Heartbreak Kid, The (2007)"
comedy,drama,romance,Skipped Parts (2000)
comedy,drama,romance,Sex Is Comedy (2002)
comedy,drama,romance,Irreconcilable Differences (1984)
comedy,drama,romance,L.A. Without a Map (1998)
comedy,drama,romance,How Do You Know (2010)
comedy,drama,romance,Jerry Maguire (1996)
comedy,drama,romance,Sweet November (1968)
comedy,drama,romance,Something's Gotta Give (2003)
comedy,drama,romance,Tell It to the Marines (1926)
comedy,drama,romance,Happy Together (1989)
comedy,drama,romance,Cape No. 7 (Hái-kak chhit-ho) (2008)
comedy,drama,romance,Marjorie Morningstar (1958)
comedy,drama,romance,Fame (2009)
comedy,drama,romance,Sideways (2004)
comedy,drama,romance,Belle époque (1992)
comedy,drama,romance,Serious Moonlight (2009)
comedy,drama,romance,Keeping the Faith (2000)
comedy,drama,romance,Tonight You're Mine (2011)
comedy,drama,romance,Incantato (Il cuore altrove) (2003)
comedy,drama,romance,Catch and Release (2006)
comedy,drama,romance,"Good Year, A (2006)"
comedy,drama,romance,"Tourist, The (2010)"
comedy,drama,romance,Shall We Dance? (2004)
comedy,drama,romance,Hollywood Ending (2002)
comedy,drama,romance,Sidewalls (Medianeras) (2011)
comedy,drama,romance,Stay Hungry (1976)
comedy,drama,romance,Blue State (2007)
comedy,drama,romance,The Skinny (2012)
comedy,drama,romance,Life Is All You Get (Das Leben ist eine Baustelle.) (1997)
comedy,drama,romance,Telling You (1998)
comedy,drama,romance,Shooting Fish (1997)
comedy,drama,romance,"Fisher King, The (1991)"
comedy,drama,romance,Penguin Pool Murder (1932)
comedy,drama,romance,Tyler Perry's Madea's Big Happy Family (2011)
comedy,drama,romance,Paper Heart (2009)
comedy,drama,romance,Dieta mediterránea (2009)
comedy,drama,romance,Sex and the City 2 (2010)
comedy,drama,romance,Last Night (2010)
comedy,drama,romance,Molière (2007)
comedy,drama,romance,Enough Said (2013)
comedy,drama,romance,Nico and Dani (Krámpack) (2000)
comedy,drama,romance,Three Coins in the Fountain (1954)
comedy,drama,romance,Burlesque (2010)
comedy,drama,romance,Yesterday Girl (Abschied von gestern - Anita G.) (1966)
comedy,drama,romance,Limuzins Janu nakts krasa (1981)
comedy,drama,romance,High Fidelity (2000)
comedy,drama,romance,Holiday Affair (1949)
comedy,drama,romance,Sun Alley (Sonnenallee) (1999)
comedy,drama,romance,This Is 40 (2012)
comedy,drama,romance,Some Girls (1988)
comedy,drama,romance,According to Spencer (2001)
comedy,drama,romance,Used People (1992)
comedy,drama,romance,After Sex (2007)
comedy,drama,romance,Picture Perfect (1997)
comedy,drama,romance,"Wendell Baker Story, The (2005)"
comedy,drama,romance,Cosas que nunca te dije (Things I Never Told You) (1996)
comedy,drama,romance,Bitter Sweet (1940)
comedy,drama,romance,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
comedy,drama,romance,Bombshell (1933)
comedy,drama,romance,Under the Tuscan Sun (2003)
comedy,drama,romance,Love Affair (1939)
comedy,drama,romance,Under the Cherry Moon (1986)
comedy,drama,romance,Alfie (1966)
comedy,drama,romance,Shadows in Paradise (Varjoja paratiisissa) (1986)
comedy,drama,romance,"Grand Budapest Hotel, The (2014)"
comedy,drama,romance,Year of the Dog (2007)
comedy,drama,romance,Mermaids (1990)
comedy,drama,romance,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi) (2008)"
comedy,drama,romance,The Pokrovsky Gates (1983)
comedy,drama,romance,Pride and Prejudice (1980)
comedy,drama,romance,"Tiger and the Snow, The (La tigre e la neve) (2005)"
comedy,drama,romance,Arranged (2007)
comedy,drama,romance,Fever Pitch (2005)
comedy,drama,romance,Caterina in the Big City (Caterina va in città) (2003)
comedy,drama,romance,Age of Consent (1969)
comedy,drama,romance,Playing by Heart (1998)
comedy,drama,romance,Peggy Sue Got Married (1986)
comedy,drama,romance,"Alibi, The (Lies and Alibis) (2006)"
comedy,drama,romance,Something New (2006)
comedy,drama,romance,I Love You Again (1940)
comedy,drama,romance,About Time (2013)
comedy,drama,romance,Preaching to the Perverted (1997)
comedy,drama,romance,"Seagull's Laughter, The (Mávahlátur) (2001)"
comedy,drama,romance,Fanny (1932)
comedy,drama,romance,"Green Butchers, The (Grønne slagtere, De) (2003)"
comedy,drama,romance,Material Girls (2006)
comedy,drama,romance,Eternal Sunshine of the Spotless Mind (2004)
comedy,drama,romance,30 Years to Life (2001)
comedy,drama,romance,I Know Where I'm Going! (1945)
comedy,drama,romance,Zus & Zo (2001)
comedy,drama,romance,Drinking Buddies (2013)
comedy,drama,romance,"Oranges, The (2011)"
comedy,drama,romance,Finding North (1998)
comedy,drama,romance,Molly (1999)
comedy,drama,romance,"Fine Madness, A (1966)"
comedy,drama,romance,Answer This! (2010)
comedy,drama,romance,Fanfan la Tulipe (Fan-Fan the Tulip) (1952)
comedy,drama,romance,Larry Crowne (2011)
comedy,drama,romance,Day for Night (La Nuit Américaine) (1973)
comedy,drama,romance,Music From Another Room (1998)
comedy,drama,romance,Reckless (1984)
comedy,drama,romance,"Rachel Papers, The (1989)"
comedy,drama,romance,Willie & Phil (1980)
comedy,drama,romance,Possible Loves (Amores Possíveis) (2000)
comedy,drama,romance,Prom (2011)
comedy,drama,romance,God Help the Girl (2014)
comedy,drama,romance,Other People's Money (1991)
comedy,drama,romance,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)"
comedy,drama,romance,Camelot (1967)
comedy,drama,romance,Roller Boogie (1979)
comedy,drama,romance,"Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...') (1973)"
comedy,drama,romance,Stateside (2004)
comedy,drama,romance,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)"
comedy,drama,romance,Chinese Puzzle (Casse-tête chinois) (2013)
comedy,drama,romance,Swept Away (2002)
comedy,drama,romance,"Purple Rose of Cairo, The (1985)"
comedy,drama,romance,Bandslam (2009)
comedy,drama,romance,Bossa Nova (2000)
comedy,drama,romance,About Adam (2000)
comedy,drama,romance,Wild About Harry (2000)
comedy,drama,romance,D.E.B.S. (2004)
comedy,drama,romance,Love Actually (2003)
comedy,drama,romance,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
comedy,drama,romance,Monsoon Wedding (2001)
comedy,drama,romance,American Friends (1991)
comedy,drama,romance,Sliding Doors (1998)
comedy,drama,romance,Paheli (2005)
comedy,drama,romance,In Therapy (Divã) (2009)
comedy,drama,romance,Lovely & Amazing (2001)
comedy,drama,romance,Born Yesterday (1993)
comedy,drama,romance,"Man Who Sued God, The (2001)"
comedy,drama,romance,Wonderful World (2009)
comedy,drama,romance,Three Colors: White (Trzy kolory: Bialy) (1994)
comedy,drama,romance,Beloved Berlin Wall (Liebe Mauer) (2009)
comedy,drama,romance,Buffalo '66 (a.k.a. Buffalo 66) (1998)
comedy,drama,romance,About a Boy (2002)
comedy,drama,romance,Harvard Man (2001)
comedy,drama,romance,Emma (1932)
comedy,drama,romance,No Man of Her Own (1932)
comedy,drama,romance,Modern Times (1936)
comedy,drama,romance,Me and You and Everyone We Know (2005)
comedy,drama,romance,The Longest Week (2014)
comedy,drama,romance,Guess Who's Coming to Dinner (1967)
comedy,drama,romance,Where the Heart Is (2000)
comedy,drama,romance,Toi et Moi (2006)
comedy,drama,romance,Ariel (1988)
comedy,drama,romance,Kabhi Haan Kabhi Naa (1994)
comedy,drama,romance,Quality Street (1937)
comedy,drama,romance,"Tempest, The (2010)"
comedy,drama,romance,Joe Somebody (2001)
comedy,drama,romance,What If (2013)
comedy,drama,romance,Cyrus (2010)
comedy,drama,romance,Ghost (1990)
comedy,drama,romance,Heartbeats (Les amours imaginaires) (2010)
comedy,drama,romance,Teachers (1984)
comedy,drama,romance,Bad Boy (Dawg) (2002)
comedy,drama,romance,Love Lasts Three Years (L'amour dure trois ans) (2011)
comedy,drama,romance,Love Don't Cost a Thing (2003)
comedy,drama,romance,The Opposite Sex (1956)
comedy,drama,romance,Variety Lights (1950)
comedy,drama,romance,"Opposite of Sex, The (1998)"
comedy,drama,romance,Newlyweds (2011)
comedy,drama,romance,P.S. I Love You (2007)
comedy,drama,romance,Subway (1985)
comedy,drama,romance,"Love Parade, The (1929)"
comedy,drama,romance,"Grand Maneuver, The (Les grandes manoeuvres) (1955)"
comedy,drama,romance,Wristcutters: A Love Story (2006)
comedy,drama,romance,Watercolors (2008)
comedy,drama,romance,"Ghost and Mrs. Muir, The (1947)"
comedy,drama,romance,"Goodbye, Columbus (1969)"
comedy,drama,romance,Mona Lisa (1986)
comedy,drama,romance,40 Days and 40 Nights (2002)
comedy,drama,romance,How to Deal (2003)
comedy,drama,romance,Keith (2008)
comedy,drama,romance,Prizzi's Honor (1985)
comedy,drama,romance,"Steamboat Bill, Jr. (1928)"
comedy,drama,romance,Bruce Almighty (2003)
comedy,drama,romance,Larks on a String (Skrivánci na niti) (1990)
comedy,drama,romance,That Thing You Do! (1996)
comedy,drama,romance,"Last Time I Saw Paris, The (1954)"
comedy,drama,romance,No Reservations (2007)
comedy,drama,romance,"Son of the Sheik, The (1926)"
comedy,drama,romance,"Well Digger's Daughter, The (La fille du puisatier) (2011)"
comedy,drama,romance,Adam (2009)
comedy,drama,romance,And Then Came Lola (2009)
comedy,drama,romance,Blow Dry (a.k.a. Never Better) (2001)
comedy,drama,romance,Don Jon (2013)
comedy,drama,romance,Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle) (1987)
comedy,drama,romance,In the Mix (2005)
comedy,drama,romance,Combien Tu M'aimes? (How Much Do You Love Me?) (2005)
comedy,drama,romance,Bus Stop (1956)
comedy,drama,romance,As it is in Heaven (Så som i himmelen) (2004)
comedy,drama,romance,Greenberg (2010)
comedy,drama,romance,"Golden Coach, The (Le carrosse d'or) (1953)"
comedy,drama,romance,"My Father the Hero (Mon père, ce héros.) (1991)"
comedy,drama,romance,That's The Way I Like It (a.k.a. Forever Fever) (1998)
comedy,drama,romance,Dummy (2002)
comedy,drama,romance,"Family Man, The (2000)"
comedy,drama,romance,Lucky Night (1939)
comedy,drama,romance,French Cancan (1954)
comedy,drama,romance,Private Lives (1931)
comedy,drama,romance,Anything Else (2003)
comedy,drama,romance,"Room with a View, A (1986)"
comedy,drama,romance,Sylvia Scarlett (1935)
comedy,drama,romance,"Giant Mechanical Man, The (2012)"
comedy,drama,romance,"Groomsmen, The (2006)"
comedy,drama,romance,Mad Dog and Glory (1993)
comedy,drama,romance,"Near East, The (El Proximo Oriente) (2006)"
comedy,drama,romance,State Fair (1933)
comedy,drama,romance,"Watermelon Woman, The (1996)"
comedy,drama,romance,Buddy (2003)
comedy,drama,romance,"Electric Horseman, The (1979)"
comedy,drama,romance,Sleepless in Seattle (1993)
comedy,drama,romance,Castaway on the Moon (Kimssi pyoryugi) (2009)
comedy,drama,romance,"Sisterhood of the Traveling Pants 2, The (2008)"
comedy,drama,romance,Rain or Shine (1930)
comedy,drama,romance,"Month by the Lake, A (1995)"
comedy,drama,romance,Beautiful Girls (1996)
comedy,drama,romance,Life as We Know It (2010)
comedy,drama,romance,Easy Virtue (1928)
comedy,drama,romance,Hope Floats (1998)
comedy,drama,romance,Morning Glory (2010)
comedy,drama,romance,"Battle of Shaker Heights, The (2003)"
comedy,drama,romance,Terms of Endearment (1983)
comedy,drama,romance,Numb (2007)
comedy,drama,romance,Koi... Mil Gaya (2003)
comedy,drama,romance,Mystic Pizza (1988)
comedy,drama,romance,Angel-A (2005)
comedy,drama,romance,Latter Days (2003)
comedy,drama,romance,"Perez Family, The (1995)"
comedy,drama,romance,Clambake (1967)
comedy,drama,romance,All I Want (Try Seventeen) (2002)
comedy,drama,romance,"Angus, Thongs and Perfect Snogging (2008)"
comedy,drama,romance,Eat Pray Love (2010)
comedy,drama,romance,Romance & Cigarettes (2005)
comedy,drama,romance,Pierrot le fou (1965)
comedy,drama,romance,Tyler Perry's I Can Do Bad All by Myself (2009)
comedy,drama,romance,Our Little Girl (1935)
comedy,drama,romance,Comrades: Almost a Love Story (Tian mi mi) (1996)
comedy,drama,romance,"Three Musketeers, The (2011)"
comedy,drama,romance,Blithe Spirit (1945)
comedy,drama,romance,Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969)
comedy,drama,romance,"Night in the Life of Jimmy Reardon, A (1988)"
comedy,drama,romance,Here Comes the Navy (1934)
comedy,drama,romance,"Cameraman, The (1928)"
comedy,drama,romance,Dance with the Devil (Perdita Durango) (1997)
comedy,drama,romance,Dark Horse (Voksne mennesker) (2005)
comedy,drama,romance,"...All the Marbles (California Dolls, The) (1981)"
comedy,drama,romance,Talk to Her (Hable con Ella) (2002)
comedy,drama,romance,"Lords of Flatbush, The (1974)"
comedy,drama,romance,Jack Goes Boating (2010)
comedy,drama,romance,Peter and Vandy (2009)
comedy,drama,romance,"Brothers McMullen, The (1995)"
comedy,drama,romance,"Love on the Run (Amour en fuite, L') (1979)"
comedy,drama,romance,With Love... from the Age of Reason (2010)
comedy,drama,romance,"Divorcee, The (1930)"
comedy,drama,romance,"Spanish Apartment, The (L'auberge espagnole) (2002)"
comedy,drama,romance,Mona Lisa Smile (2003)
comedy,drama,romance,"Great Magician, The (Daai mo seut si) (2011)"
comedy,drama,romance,Summer Storm (Sommersturm) (2004)
comedy,drama,romance,"Wildcat, The (Die Bergkatze) (1921)"
comedy,drama,romance,"Bakery Girl of Monceau, The (La boulangère de Monceau) (1963)"
comedy,drama,romance,Claudine (1974)
comedy,drama,romance,"Hotel New Hampshire, The (1984)"
comedy,drama,romance,1981 (2009)
comedy,drama,romance,Hustler White (1996)
comedy,drama,romance,Don Quixote (2000)
comedy,drama,romance,Coyote Ugly (2000)
comedy,drama,romance,"Letter to Three Wives, A (1949)"
comedy,drama,romance,No Looking Back (1998)
comedy,drama,romance,Four Weddings and a Funeral (1994)
comedy,drama,romance,Polly of the Circus (1932)
comedy,drama,romance,Radio Days (1987)
comedy,drama,romance,"Misfits, The (1961)"
comedy,drama,romance,Casanova (2005)
comedy,drama,romance,Flipped (2010)
comedy,drama,romance,City Lights (1931)
comedy,drama,romance,The Slap (1974)
comedy,drama,romance,Shopgirl (2005)
comedy,drama,romance,Hedwig and the Angry Inch (2000)
comedy,drama,romance,Drive Me Crazy (1999)
comedy,drama,romance,Trust the Man (2005)
comedy,drama,romance,Mostly Martha (Bella Martha) (2001)
comedy,drama,romance,Go Fish (1994)
comedy,drama,romance,"Cowboy and the Lady, The (1938)"
comedy,drama,romance,Waking Up in Reno (2002)
comedy,drama,romance,Conversations with Other Women (2005)
comedy,drama,romance,Authors Anonymous (2014)
comedy,drama,romance,Brassed Off (1996)
comedy,drama,romance,Irene in Time (2009)
comedy,drama,romance,Princess Caraboo (1994)
comedy,drama,romance,Manhattan (1979)
comedy,drama,romance,Afterglow (1997)
comedy,drama,romance,Lazybones (1925)
comedy,drama,romance,Week-End at the Waldorf (1945)
comedy,drama,romance,Were the World Mine (2008)
comedy,drama,romance,I Hate But Love (Nikui an-chikushô) (1962)
comedy,drama,romance,Two for the Road (1967)
comedy,drama,romance,"Lady is Willing, The (1942)"
comedy,drama,romance,2 Days in Paris (2007)
comedy,drama,romance,Georgia Rule (2007)
comedy,drama,romance,Unhook the Stars (1996)
comedy,drama,romance,Working Girl (1988)
comedy,drama,romance,Grease 2 (1982)
comedy,drama,romance,Friends with Money (2006)
comedy,drama,romance,Heiter bis wolkig (2012)
comedy,drama,romance,Music Within (2007)
comedy,drama,romance,Mentiras y gordas (2009)
comedy,drama,romance,Love Ranch (2010)
comedy,drama,romance,Gentleman Jim (1942)
comedy,drama,romance,27 Missing Kisses (2000)
comedy,drama,romance,Click (2006)
comedy,drama,romance,Jet Lag (Décalage horaire) (2002)
comedy,drama,romance,But I'm a Cheerleader (1999)
comedy,drama,romance,Wilby Wonderful (2004)
comedy,drama,romance,"Yellow Cab Man, The (1950)"
comedy,drama,romance,Sullivan's Travels (1941)
comedy,drama,romance,I Capture the Castle (2003)
comedy,drama,romance,Gayby (2012)
comedy,drama,romance,Being Julia (2004)
comedy,drama,romance,Strictly Sexual (2008)
comedy,drama,romance,Feeling Minnesota (1996)
comedy,drama,romance,Italian for Beginners (Italiensk for begyndere) (2000)
comedy,drama,romance,Hannah and Her Sisters (1986)
comedy,drama,romance,Reach the Rock (1998)
comedy,drama,romance,Pal Joey (1957)
comedy,drama,romance,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991)"
comedy,drama,romance,Tom Jones (1963)
comedy,drama,romance,Agnes Browne (1999)
comedy,drama,romance,Sweet November (2001)
comedy,drama,romance,Lucas (1986)
comedy,drama,romance,Black Orpheus (Orfeu Negro) (1959)
comedy,drama,romance,Barfly (1987)
comedy,drama,romance,"Exploding Girl, The (2009)"
comedy,drama,romance,"Apartment, The (1960)"
comedy,drama,romance,Susan Slept Here (1954)
comedy,drama,romance,Joe Versus the Volcano (1990)
comedy,drama,romance,God's Little Acre (1958)
comedy,drama,romance,Waiting for Forever (2010)
comedy,drama,romance,"Eversmile, New Jersey (1989)"
comedy,drama,romance,Big Fish (2003)
comedy,drama,romance,Away We Go (2009)
comedy,drama,romance,AmeriQua (2013)
comedy,drama,romance,Three (a.k.a. 3) (2010)
comedy,drama,romance,Remember the Night (1940)
comedy,drama,romance,Chapter Two (1979)
comedy,drama,romance,If You Could See What I Hear (1982)
comedy,drama,romance,Celeste and Jesse Forever (Celeste & Jesse Forever) (2012)
comedy,drama,romance,Take This Waltz (2011)
comedy,drama,romance,Fast Food Nation (2006)
comedy,drama,romance,You Will Meet a Tall Dark Stranger (2010)
comedy,drama,romance,"Tale of Springtime, A (Conte de Printemps) (1990)"
comedy,drama,romance,Last Holiday (1950)
comedy,drama,romance,Maytime (1937)
comedy,drama,romance,Stage Beauty (2004)
comedy,drama,romance,Sandor slash Ida (2005)
comedy,drama,romance,Luster (2002)
comedy,drama,romance,Pollyanna (1960)
comedy,drama,romance,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969)
comedy,drama,romance,"Baxter, The (2005)"
comedy,drama,romance,"Inkwell, The (1994)"
comedy,drama,romance,"Golden Age, The (Âge d'Or, L') (1930)"
comedy,drama,romance,"He Said, She Said (1991)"
comedy,drama,romance,Jalla! Jalla! (2000)
comedy,drama,romance,I Like It Like That (1994)
comedy,drama,romance,I'll Be There (2003)
comedy,drama,romance,A Matter of Size (2009)
comedy,drama,romance,Outside Providence (1999)
comedy,drama,romance,Dead on Time (1983)
comedy,drama,romance,Chance Pe Dance (2010)
comedy,drama,romance,Extraterrestrial (Extraterrestre) (2011)
comedy,drama,romance,Shall We Dance? (Shall We Dansu?) (1996)
comedy,drama,romance,Stranger than Fiction (2006)
comedy,drama,romance,Steam (2007)
comedy,drama,romance,Pardes (1997)
comedy,drama,romance,Surviving Desire (1991)
comedy,drama,romance,No Rest for the Brave (Pas de repos pour les braves) (2003)
comedy,drama,romance,The Color of Milk (2004)
comedy,drama,romance,"Cutting Edge: Going for the Gold, The (2006)"
comedy,drama,romance,Something Borrowed (2011)
comedy,drama,romance,Eat Drink Man Woman (Yin shi nan nu) (1994)
comedy,drama,romance,Shades of Ray (2008)
comedy,drama,romance,Torch Song Trilogy (1988)
comedy,drama,romance,Loser (2000)
comedy,drama,romance,Waiting to Exhale (1995)
comedy,drama,romance,"Wood, The (1999)"
comedy,drama,romance,"Dish & the Spoon, The (2011)"
comedy,drama,romance,"Animal Kingdom, The (1932)"
comedy,drama,romance,Moscow on the Hudson (1984)
comedy,drama,romance,Show Me Love (Fucking Åmål) (1998)
comedy,drama,romance,She Done Him Wrong (1933)
comedy,drama,romance,"Red Squirrel, The (Ardilla roja, La) (1993)"
comedy,drama,romance,"Yes, But... (Oui, mais...) (2001)"
comedy,drama,romance,Alice (1990)
comedy,drama,romance,Desperately Seeking Susan (1985)
comedy,drama,romance,Lonesome (1928)
comedy,drama,romance,"Shop Around the Corner, The (1940)"
comedy,drama,romance,Shampoo (1975)
comedy,drama,romance,Lapland Odyssey (Napapiirin sankarit) (2010)
comedy,drama,romance,My Girl (1991)
comedy,drama,romance,"Wedding Planner, The (2001)"
comedy,drama,romance,"Private Lives of Pippa Lee, The (2009)"
comedy,drama,romance,Sebastian (1968)
comedy,drama,romance,Miffo (2003)
comedy,drama,romance,"Atalante, L' (1934)"
comedy,drama,romance,"Treatment, The (2006)"
comedy,drama,romance,The Last Five Years (2014)
comedy,drama,romance,The Spectacular Now (2013)
comedy,drama,romance,"Ramen Girl, The (2008)"
comedy,drama,romance,Focus (2015)
comedy,drama,romance,Heat (1972)
comedy,drama,romance,Can't Hardly Wait (1998)
comedy,drama,romance,César (1936)
comedy,drama,romance,Return to Me (2000)
comedy,drama,romance,"Prince and the Showgirl, The (1957)"
comedy,drama,romance,Echoes of the Rainbow (Sui yuet san tau) (2010)
comedy,drama,romance,P.S. (2004)
comedy,drama,romance,"American President, The (1995)"
comedy,drama,romance,No Strings Attached (2011)
comedy,drama,romance,Sleeping Dogs Lie (a.k.a. Stay) (2006)
comedy,drama,romance,Hum Aapke Hain Koun...! (1994)
comedy,drama,romance,"Other Sister, The (1999)"
comedy,drama,romance,Breakfast at Tiffany's (1961)
comedy,drama,romance,"Puffy Chair, The (2006)"
comedy,drama,romance,Remember Me (Ricordati di me) (2003)
comedy,drama,romance,Red Dog (2011)
comedy,drama,romance,"April Fools, The (1969)"
comedy,drama,romance,Angie (1994)
comedy,drama,romance,Heaven Can Wait (1943)
comedy,drama,romance,Never on Sunday (Pote tin Kyriaki) (1960)
comedy,drama,romance,Calendar (1993)
comedy,drama,romance,"Graduate, The (1967)"
comedy,drama,romance,"Goddess of 1967, The (2000)"
comedy,drama,romance,Touch of Pink (2004)
comedy,drama,romance,Brother Orchid (1940)
comedy,drama,romance,Band Baaja Baaraat (2010)
comedy,drama,romance,(500) Days of Summer (2009)
comedy,drama,romance,Men with Brooms (2002)
comedy,drama,romance,Empire Records (1995)
comedy,drama,romance,Rooster's Breakfast (Petelinji zajtrk) (2007)
comedy,drama,romance,Life Is Beautiful (La Vita è bella) (1997)
comedy,drama,romance,Dilwale Dulhania Le Jayenge (1995)
comedy,drama,romance,Undiscovered (2005)
comedy,drama,romance,"Talk of the Town, The (1942)"
comedy,drama,romance,Camille Rewinds (2012)
comedy,drama,romance,"Family Jewels, The (Eierdiebe) (2003)"
comedy,drama,romance,Swing Shift (1984)
comedy,drama,romance,"Boob, The (1926)"
comedy,drama,romance,"Cutting Edge, The (1992)"
comedy,drama,romance,Brooklyn (2015)
comedy,drama,romance,Roman Holiday (1953)
comedy,drama,romance,Among Giants (1998)
comedy,drama,romance,"Happy Poet, The (2010)"
comedy,drama,romance,"African Queen, The (1951)"
comedy,drama,romance,This Christmas (2007)
comedy,drama,romance,Love Exposure (2007)
comedy,drama,romance,Gabriel Over the White House (1933)
comedy,drama,romance,Boy Meets Girl (2015)
comedy,drama,romance,Bridget Jones: The Edge of Reason (2004)
comedy,drama,romance,Going Down in LA-LA Land (2011)
comedy,drama,romance,Life or Something Like It (2002)
comedy,drama,romance,"Room, The (2003)"
comedy,drama,romance,My Wife is an Actress (Ma Femme est une Actrice) (2001)
comedy,drama,romance,Dedication (2007)
comedy,drama,romance,Mood Indigo (L'écume des jours) (2013)
comedy,drama,romance,"Crazy, Stupid, Love. (2011)"
comedy,drama,romance,Ever After: A Cinderella Story (1998)
comedy,drama,romance,"New York, I Love You (2009)"
comedy,drama,romance,Yes Or No (2010)
comedy,drama,romance,Bull Durham (1988)
comedy,drama,romance,Less of Sugar (Cheeni Kum) (2007)
comedy,drama,romance,1987 (2014)
comedy,drama,romance,"Unbelievable Truth, The (1989)"
comedy,drama,romance,Crossroads (2002)
comedy,drama,romance,My Sex Life... or How I Got Into an Argument (Comment je me suis disputé... (ma vie sexuelle)) (1996)
comedy,drama,romance,Souls for Sale (1923)
comedy,drama,romance,Going My Way (1944)
comedy,drama,romance,Ishq (1997)
comedy,drama,romance,Svidd Neger (2003)
comedy,drama,romance,Wife vs. Secretary (1936)
comedy,drama,romance,Paradise (2013)
