genreA,genreB,movie
comedy,documentary,Interview with the Assassin (2002)
comedy,documentary,Neighbours (1952)
comedy,documentary,Tavarataivas (2013)
comedy,documentary,Super High Me (2007)
comedy,documentary,"Hole in the Soul, A (Rupa u dusi) (1994)"
comedy,documentary,Block Party (a.k.a. Dave Chappelle's Block Party) (2005)
comedy,documentary,"People vs. George Lucas, The (2010)"
comedy,documentary,American Scary (2006)
comedy,documentary,Eddie Murphy Raw (1987)
comedy,documentary,Le Donk & Scor-zay-zee (2009)
comedy,documentary,Live Forever (2003)
comedy,documentary,I Am a Sex Addict (2005)
comedy,documentary,Live! (2007)
comedy,documentary,What We Do in the Shadows (2014)
comedy,documentary,The Clowns (1970)
comedy,documentary,Good Hair (2009)
comedy,documentary,Vermont Is For Lovers (1992)
comedy,documentary,Fuck (2005)
comedy,documentary,Just Like Us (2010)
comedy,documentary,"Early Years: Erik Nietzsche Part 1, The (De unge år: Erik Nietzsche) (2007)"
comedy,documentary,David Holzman's Diary (1967)
comedy,documentary,"Dudesons Movie, The (2006)"
comedy,documentary,Eddie Murphy Delirious (1983)
comedy,documentary,"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)"
comedy,documentary,Comedian (2002)
comedy,documentary,"Union: The Business Behind Getting High, The (2007)"
comedy,documentary,Real Life (1979)
comedy,documentary,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
comedy,documentary,Stephen Tobolowsky's Birthday Party (2005)
comedy,documentary,Severe Clear (2010)
comedy,documentary,"Bill Cosby, Himself (1983)"
comedy,documentary,Nitro Circus: The Movie (2012)
comedy,documentary,Jackass 3D (2010)
comedy,documentary,"Ambassador, The (Ambassadøren) (2011)"
comedy,documentary,Winnebago Man (2009)
comedy,documentary,Hava Nagila: The Movie (2012)
comedy,documentary,Paper Heart (2009)
comedy,documentary,Martin Lawrence: You So Crazy (1994)
comedy,documentary,Jackass Number Two (2006)
comedy,documentary,Kevin Smith: Burn in Hell (2012)
comedy,documentary,DysFunktional Family (2003)
comedy,documentary,"Sport, Sport, Sport (1970)"
comedy,documentary,I'm Still Here (2010)
comedy,documentary,F for Fake (Vérités et mensonges) (1973)
comedy,documentary,Super Size Me (2004)
comedy,documentary,Jerry Seinfeld: 'I'm Telling You for the Last Time' (1998)
comedy,documentary,Kevin Smith: Too Fat For 40 (2010)
comedy,documentary,My Date with Drew (2004)
comedy,documentary,Mortified Nation (2013)
comedy,documentary,"Rutles 2: Can't Buy Me Lunch, The (2004)"
comedy,documentary,Fast Food Nation (2006)
comedy,documentary,Incident at Loch Ness (2004)
comedy,documentary,Where in the World Is Osama Bin Laden? (2008)
comedy,documentary,Ringers: Lord of the Fans (2005)
comedy,documentary,Jackass Presents: Bad Grandpa .5 (2014)
comedy,documentary,Exporting Raymond (2010)
comedy,documentary,We Can Be Heroes (2005)
comedy,documentary,Divine Madness! (1980)
comedy,documentary,Mistaken for Strangers (2013)
comedy,documentary,Monty Python: Almost the Truth - Lawyers Cut (2009)
comedy,documentary,"Evening with Kevin Smith, An (2002)"
comedy,documentary,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
comedy,documentary,Heckler (2007)
comedy,documentary,9 Month Stretch (9 mois ferme) (2013)
comedy,documentary,Who's the Caboose? (1997)
comedy,documentary,Americano (2005)
comedy,documentary,What Would Jesus Buy? (2007)
comedy,documentary,Waiting for Guffman (1996)
comedy,documentary,Animals are Beautiful People (1974)
comedy,documentary,Drop Dead Gorgeous (1999)
comedy,documentary,BookWars (2000)
comedy,documentary,Richard Pryor Live on the Sunset Strip (1982)
comedy,documentary,Richard Pryor: Live in Concert (1979)
comedy,documentary,American: The Bill Hicks Story (2009)
comedy,documentary,"Watermelon Woman, The (1996)"
comedy,documentary,"Evening with Kevin Smith 2: Evening Harder, An (2006)"
comedy,documentary,Blue Collar Comedy Tour: The Movie (2003)
comedy,documentary,Jackass 2.5 (2007)
comedy,documentary,"Secret Policeman's Other Ball, The (1982)"
comedy,documentary,Air Guitar Nation (2006)
comedy,documentary,ABBA: The Movie (1977)
comedy,documentary,Gray's Anatomy (1996)
comedy,documentary,This Filthy World (2006)
comedy,documentary,Kevin Hart: Let Me Explain (2013)
comedy,documentary,This Is Spinal Tap (1984)
comedy,documentary,Seduced and Abandoned (2013)
comedy,documentary,Series 7: The Contenders (2001)
comedy,documentary,It Came from Hollywood (1982)
comedy,documentary,Russia 88 (2009)
comedy,documentary,The Beaver Trilogy (2000)
comedy,documentary,Salaam Cinema (1995)
comedy,documentary,About Face: Supermodels Then and Now (2012)
comedy,documentary,Red Chapel (Røde kapel) (2006)
comedy,documentary,"Big One, The (1997)"
comedy,documentary,100 Years of Evil (2010)
comedy,documentary,Zelig (1983)
comedy,documentary,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland (2006)
comedy,documentary,Terminal USA (1993)
comedy,documentary,Word Wars (2004)
comedy,documentary,C.S.A.: The Confederate States of America (2004)
comedy,documentary,Kevin Smith: Sold Out - A Threevening with Kevin Smith (2008)
comedy,documentary,Religulous (2008)
comedy,documentary,Exit Through the Gift Shop (2010)
comedy,documentary,"Other F Word, The (2011)"
comedy,documentary,W.R.: Mysteries of the Organism  (1971)
comedy,documentary,Richard Pryor Here and Now (1983)
comedy,documentary,Jackass 3.5 (2011)
comedy,documentary,"Boys and Girls Guide to Getting Down, The (2006)"
comedy,war,"Lucky Ones, The (2008)"
comedy,war,"Toast of New York, The (1937)"
comedy,war,"Captain Newman, M.D. (1963)"
comedy,war,Small Soldiers (1998)
comedy,war,Advance to the Rear (1964)
comedy,war,Duck Soup (1933)
comedy,war,Kelly's Heroes (1970)
comedy,war,"Good Morning, Vietnam (1987)"
comedy,war,My Führer (2007)
comedy,war,"Last Drop, The (2006)"
comedy,war,Little Big Soldier (Da bing xiao jiang) (2010)
comedy,war,Doughboys (1930)
comedy,war,Monsieur Batignole (2002)
comedy,war,"Tiger and the Snow, The (La tigre e la neve) (2005)"
comedy,war,No Man's Land (2001)
comedy,war,Shoulder Arms (1918)
comedy,war,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
comedy,war,What Price Glory (1952)
comedy,war,You Can't Win 'Em All (1970)
comedy,war,"See Here, Private Hargrove (1944)"
comedy,war,Devils on the Doorstep (Guizi lai le) (2000)
comedy,war,California Dreamin' (Nesfarsit) (2007)
comedy,war,Train of Life (Train de vie) (1998)
comedy,war,"Carabineers, The (Carabiniers, Les) (1963)"
comedy,war,"Incredible Mr. Limpet, The (1964)"
comedy,war,"Men Who Stare at Goats, The (2009)"
comedy,war,All Through the Night (1941)
comedy,war,Baarìa (2009)
comedy,war,On the Double (1961)
comedy,war,Bedknobs and Broomsticks (1971)
comedy,war,Mediterraneo (1991)
comedy,war,Underground (1995)
comedy,war,Tell It to the Marines (1926)
comedy,war,Invisible Agent (1942)
comedy,war,King of Hearts (1966)
comedy,war,In the Army Now (1994)
comedy,war,1941 (1979)
comedy,war,Stage Door Canteen (1943)
comedy,war,Which Way to the Front? (1970)
comedy,war,I Know Where I'm Going! (1945)
comedy,war,Little Big Man (1970)
comedy,war,Me and the Colonel (1958)
comedy,war,Rendezvous (1935)
comedy,war,"Great Dictator, The (1940)"
comedy,war,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)"
comedy,war,Closely Watched Trains (Ostre sledované vlaky) (1966)
comedy,war,Gunga Din (1939)
comedy,war,And Starring Pancho Villa as Himself (2003)
comedy,war,Babette Goes to War (1959)
comedy,war,"Soldier's Plaything, A (1930)"
comedy,war,Valiant (2005)
comedy,war,To Be or Not to Be (1942)
comedy,war,Best Defense (1984)
comedy,war,Chimes at Midnight (Campanadas a medianoche) (1965)
comedy,war,Mister Roberts (1955)
comedy,war,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973)
comedy,war,"Pentagon Wars, The (1998)"
comedy,war,Major Movie Star (2008)
comedy,war,Canadian Bacon (1995)
comedy,war,"Hunting Party, The (2007)"
comedy,war,"General, The (1926)"
comedy,war,Fanfan la Tulipe (Fan-Fan the Tulip) (1952)
comedy,war,Inglorious Bastards (Quel maledetto treno blindato) (1978)
comedy,war,Two Mules for Sister Sara (1970)
comedy,war,"Fuehrer's Face, Der (1942)"
comedy,war,"Wounds, The (Rane) (1998)"
comedy,war,"Littlest Rebel, The (1935)"
comedy,war,Ten Canoes (2006)
comedy,war,McHale's Navy (1997)
comedy,war,How I Unleashed World War II (Jak rozpetalem II wojne swiatowa) (1970)
comedy,war,Operation Dumbo Drop (1995)
comedy,war,"Southern Yankee, A (1948)"
comedy,war,Escape to Athena (1979)
comedy,war,Two Men Went to War (2003)
comedy,war,"Talking Picture, A (Um Filme Falado) (2003)"
comedy,war,Stalag 17 (1953)
comedy,war,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru) (2003)"
comedy,war,I Served the King of England (Obsluhoval jsem anglického krále) (2006)
comedy,war,"Wackiest Ship in the Army, The (1960)"
comedy,war,To Be or Not to Be (1983)
comedy,war,Free Zone (2005)
comedy,war,Privates on Parade (1982)
comedy,war,Forrest Gump (1994)
comedy,war,Divided We Fall (Musíme si pomáhat) (2000)
comedy,war,Welcome to Dongmakgol (2005)
comedy,war,Vääpeli Körmy ja kahtesti laukeava (1997)
comedy,war,Take the High Ground! (1953)
comedy,war,"Great War, The (Grande guerra, La) (1959)"
comedy,war,Tropic Thunder (2008)
comedy,war,Operation Mad Ball (1957)
comedy,war,And the Ship Sails On (E la nave va) (1983)
comedy,war,Ten Tall Men (1951)
comedy,war,Biloxi Blues (1988)
comedy,war,All the Queen's Men (2001)
comedy,war,Inglourious Basterds (2009)
comedy,war,Team America: World Police (2004)
comedy,war,"Last Time I Saw Archie, The (1961)"
comedy,war,Catch-22 (1970)
comedy,war,"Mouse That Roared, The (1959)"
comedy,war,Life Is Beautiful (La Vita è bella) (1997)
comedy,war,Tea with Mussolini (1999)
comedy,war,Buffalo Soldiers (2001)
comedy,war,"Americanization of Emily, The (1964)"
comedy,war,Troma's War (1988) 
comedy,war,Charlie Wilson's War (2007)
comedy,war,Slaughterhouse-Five (1972)
comedy,war,Block-Heads (1938)
comedy,war,Fantasy Mission Force (Mi ni te gong dui) (1982)
comedy,war,This Is the Army (1943)
comedy,war,Jakob the Liar (1999)
comedy,war,Hot Shots! (1991)
comedy,war,"Russians Are Coming, the Russians Are Coming, The (1966)"
comedy,war,Father Goose (1964)
comedy,war,Operation Petticoat (1959)
comedy,war,Life is a Miracle (Zivot je cudo) (2004)
comedy,war,"African Queen, The (1951)"
comedy,war,Coronado (2003)
comedy,war,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)"
comedy,war,No Time For Sergeants (1958)
comedy,war,Jackboots on Whitehall (2011)
comedy,war,Stripes (1981)
comedy,war,When Willie Comes Marching Home (1950)
comedy,war,Hot Shots! Part Deux (1993)
comedy,war,Guy X (2005)
comedy,war,What Price Glory (1926)
comedy,war,Lazybones (1925)
comedy,war,Churchill: The Hollywood Years (2004)
comedy,war,Week-End at the Waldorf (1945)
comedy,war,Bananas (1971)
comedy,war,"Secret of Santa Vittoria, The (1969)"
comedy,war,Caesar and Cleopatra (1945)
comedy,war,Dr. Akagi (Kanzo sensei) (1998)
comedy,war,Carry On... Up the Khyber (1968)
comedy,war,"Buona Sera, Mrs. Campbell (1968)"
comedy,war,Black and White in Color (Noirs et blancs en couleur) (1976)
comedy,war,Oh! What a Lovely War (1969)
comedy,war,How I Won the War (1967)
comedy,war,Heart of Dragon (Long de xin) (1985)
comedy,war,Three Kings (1999)
comedy,war,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
comedy,war,Divine Intervention (Yadon ilaheyya) (2002)
comedy,war,Kiss Them for Me (1957)
comedy,war,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966)
comedy,war,Now Where Did the Seventh Company Get to? (Mais où est donc passée la 7ème compagnie) (1973)
comedy,war,"Cuckoo, The (Kukushka) (2002)"
comedy,war,"War, Inc. (2008)"
comedy,war,Music Within (2007)
comedy,war,M*A*S*H (a.k.a. MASH) (1970)
comedy,war,Half Moon (a.k.a. Niwemang) (2006)
comedy,war,Malèna (2000)
comedy,exploitation,Dragons Forever (1988)
comedy,exploitation,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982)
comedy,exploitation,Dr. Wai in the Scriptures with No Words (Mao xian wang) (1996)
comedy,exploitation,Mr. Vampire (Geung si sin sang) (1985)
comedy,exploitation,"Medallion, The (2003)"
comedy,exploitation,Pootie Tang (2001)
comedy,exploitation,Mr. Nice Guy (Yat goh ho yan) (1997)
comedy,exploitation,Bitch Slap (2009)
comedy,exploitation,Mother's Day (1980)
comedy,exploitation,Supervixens (1975)
comedy,exploitation,"Protector, The (1985)"
comedy,exploitation,Aaron Loves Angela (1975)
comedy,exploitation,Rush Hour 2 (2001)
comedy,exploitation,Kill Buljo: The Movie (2007)
comedy,exploitation,Black Dynamite (2009)
comedy,exploitation,"Foot Fist Way, The (2006)"
comedy,exploitation,Versus (2000)
comedy,exploitation,Malibu High (1979)
comedy,exploitation,"Run, Man, Run! (Corri uomo corri) (1968)"
comedy,exploitation,"Young Master, The (Shi di chu ma) (1980)"
comedy,exploitation,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
comedy,exploitation,Showdown in Little Tokyo (1991)
comedy,exploitation,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
comedy,exploitation,Dolemite (1975)
comedy,exploitation,Who Am I? (Wo shi shei) (1998)
comedy,exploitation,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)
comedy,exploitation,Return to the 36th Chamber (Shao Lin da peng da shi) (1980) 
comedy,exploitation,Big Trouble in Little China (1986)
comedy,exploitation,"Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994)"
comedy,exploitation,Magic Mike (2012)
comedy,exploitation,Gorgeous (Boh lee chun) (1999)
comedy,exploitation,"Machine Girl, The (Kataude mashin gâru) (2008)"
comedy,exploitation,Sidekicks (1992)
comedy,exploitation,Robin-B-Hood (Bo bui gai wak) (2006)
comedy,exploitation,Viva (2007)
comedy,exploitation,Future Cops (Chao ji xue xiao ba wang) (1993)
comedy,exploitation,"Accidental Spy, The (Dak miu mai shing) (2001)"
comedy,exploitation,Shaolin Temple 2: Kids from Shaolin (Shao Lin xiao zi) (Kids from Shaolin) (1984)
comedy,exploitation,Rigor Mortis (Geung si) (2013)
comedy,exploitation,"Prisoner, The (Island of Fire) (Huo shao dao) (1990)"
comedy,exploitation,"Companeros (Vamos a matar, compañeros) (1970)"
comedy,exploitation,Gayniggers From Outer Space (1992)
comedy,exploitation,Wing Chun (1994)
comedy,exploitation,"Professional Gun, A (Mercenary, The) (Mercenario, Il) (1968)"
comedy,exploitation,Kung Fu Hustle (Gong fu) (2004)
comedy,exploitation,Wu Tang Master (Tian shi zhuang xie) (1983)
comedy,exploitation,Man of the East (1972)
comedy,exploitation,Drunken Tai Chi (Siu taai gik) (1984)
comedy,exploitation,Miracles - Mr. Canton and Lady Rose (1989)
comedy,exploitation,Drunken Master (Jui kuen) (1978)
comedy,exploitation,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)"
comedy,exploitation,Project A ('A' gai waak) (1983)
comedy,exploitation,Cotton Comes to Harlem (1970)
comedy,exploitation,Dragon Fist (Long quan) (1979)
comedy,exploitation,"Unholy Rollers, The (1972)"
comedy,exploitation,"Last Dragon, The (1985)"
comedy,exploitation,Killer Joe (2011)
comedy,exploitation,Kung Pow: Enter the Fist (2002)
comedy,exploitation,Meltdown (Shu dan long wei) (1995)
comedy,exploitation,Shaolin Soccer (Siu lam juk kau) (2001)
comedy,exploitation,"Forbidden Kingdom, The (2008)"
comedy,exploitation,"Ace High (Quattro dell'Ave Maria, I) (1968)"
comedy,exploitation,Bone (1972)
comedy,exploitation,Rush Hour (1998)
comedy,exploitation,Rush Hour 3 (2007)
comedy,exploitation,"Legend of Drunken Master, The (Jui kuen II) (1994)"
comedy,exploitation,Charlie's Angels: Full Throttle (2003)
comedy,exploitation,Vampire Effect (The Twins Effect) (Chin gei bin) (2003)
comedy,exploitation,Killjoy 3 (2010)
comedy,exploitation,Teenage Mutant Ninja Turtles III (1993)
comedy,exploitation,Balls of Fury (2007)
comedy,exploitation,Zombie Strippers! (2008)
comedy,exploitation,3 Ninjas: High Noon On Mega Mountain (1998)
comedy,exploitation,Once a Thief (Zong heng si hai) (1991)
comedy,exploitation,Mega Piranha (2010)
comedy,exploitation,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982)
comedy,exploitation,"Prodigal Son, The (Bai ga jai) (1981)"
comedy,exploitation,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983)
comedy,exploitation,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
comedy,exploitation,3 Ninjas Kick Back (1994)
comedy,exploitation,Nurse 3D (2013)
comedy,exploitation,Death Racers (2008)
comedy,exploitation,Ticked-Off Trannies with Knives (2010)
comedy,exploitation,"Battle Creek Brawl (Big Brawl, The) (1980)"
comedy,exploitation,Chandni Chowk to China (2009)
comedy,exploitation,Rumble in the Bronx (Hont faan kui) (1995)
comedy,exploitation,They Call Me Trinity (1971)
comedy,exploitation,Iceman (2014)
comedy,exploitation,Tai Chi Hero (2012)
comedy,exploitation,"Ebola Syndrome, The (Yi boh laai beng duk) (1996)"
comedy,exploitation,Hitman (Contract Killer) (Sat sau ji wong) (1998)
comedy,exploitation,Police Story 2 (Ging chaat goo si juk jaap) (1988)
comedy,exploitation,My Lucky Stars (Fuk sing go jiu) (1985)
comedy,exploitation,"Wiz, The (1978)"
comedy,exploitation,Peking Opera Blues (Do ma daan) (1986)
comedy,exploitation,Glen or Glenda (1953)
comedy,exploitation,Teenage Mutant Ninja Turtles: Turtles Forever (2009)
comedy,exploitation,Fantasy Mission Force (Mi ni te gong dui) (1982)
comedy,exploitation,Straight to Hell (1987)
comedy,exploitation,Private Lessons (1981)
comedy,exploitation,Forbidden City Cop (Dai lap mat tam 008) (1996)
comedy,exploitation,Here Comes the Boom (2012)
comedy,exploitation,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
comedy,exploitation,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993)
comedy,exploitation,Evil Toons (1992)
comedy,exploitation,Reefer Madness (a.k.a. Tell Your Children) (1938)
comedy,exploitation,Mulan (1998)
comedy,exploitation,Shanghai Noon (2000)
comedy,exploitation,Twin Dragons (Shuang long hui) (1992)
comedy,exploitation,"Fearless Hyena, The (Xiao quan guai zhao) (1979)"
comedy,exploitation,"Human Tornado, The (1976)"
comedy,exploitation,Beyond the Valley of the Dolls (1970)
comedy,exploitation,Volcano High (Whasango) (2001)
comedy,exploitation,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980)
comedy,exploitation,Killjoy Goes to Hell (2012)
comedy,exploitation,Thunderbolt (Pik lik feng) (1995)
comedy,exploitation,Action Jackson (1988)
comedy,exploitation,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
comedy,exploitation,Faster Pussycat! Kill! Kill! (1965)
comedy,exploitation,Armour of God (Long xiong hu di) (1987)
comedy,exploitation,"Thing with Two Heads, The (1972)"
comedy,exploitation,"Rickshaw Man, The (Muhomatsu no issho) (1958)"
comedy,exploitation,3 Ninjas (1992)
comedy,exploitation,I'm Gonna Git You Sucka (1988)
comedy,exploitation,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
comedy,exploitation,Bloodsucking Freaks (1976)
comedy,exploitation,Supercop 2 (Project S) (Chao ji ji hua) (1993)
comedy,exploitation,Iron & Silk (1990)
comedy,exploitation,Heart of Dragon (Long de xin) (1985)
comedy,exploitation,Let's Do It Again (1975)
comedy,exploitation,Project A 2 ('A' gai wak juk jap) (1987)
comedy,exploitation,City Hunter (Sing si lip yan) (1993)
comedy,exploitation,Beneath the Valley of the Ultra-Vixens (1979)
comedy,exploitation,Car Wash (1976)
comedy,exploitation,Flesh Gordon (1974)
comedy,exploitation,Lethal Weapon 4 (1998)
comedy,exploitation,"Myth, The (San wa) (2005)"
comedy,exploitation,Wheels on Meals (Kuai can che) (1984)
comedy,exploitation,Kung Fu Panda (2008)
comedy,exploitation,"Legend II, The (Fong Sai Yuk juk jaap) (1993)"
comedy,exploitation,Beverly Hills Ninja (1997)
comedy,exploitation,Uptown Saturday Night (1974)
comedy,exploitation,Kung Fu Dunk (2008)
comedy,exploitation,Darktown Strutters (Get Down and Boogie) (1975)
comedy,exploitation,Charlie's Angels (2000)
comedy,speculative fiction,Fist of Jesus (2012)
comedy,speculative fiction,Small Soldiers (1998)
comedy,speculative fiction,Last Action Hero (1993)
comedy,speculative fiction,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973)
comedy,speculative fiction,Bedazzled (2000)
comedy,speculative fiction,Attack of the 50 Foot Woman (1958)
comedy,speculative fiction,"Fifth Element, The (1997)"
comedy,speculative fiction,Underdog (2007)
comedy,speculative fiction,Four Heads Are Better Than One (Un homme de tête) (1898)
comedy,speculative fiction,Familiar Ground (2011)
comedy,speculative fiction,PK (2014)
comedy,speculative fiction,"Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les) (1998)"
comedy,speculative fiction,Halloweentown High (2004)
comedy,speculative fiction,Slaughterhouse-Five (1972)
comedy,speculative fiction,"Rocketeer, The (1991)"
comedy,speculative fiction,"Mask, The (1994)"
comedy,speculative fiction,Serenity (2005)
comedy,speculative fiction,"Oh, God! Book II (1980)"
comedy,speculative fiction,Koi... Mil Gaya (2003)
comedy,speculative fiction,Window to Paris (Okno v Parizh) (1994)
comedy,speculative fiction,Heart of a Dog (Sobachye serdtse) (1988)
comedy,speculative fiction,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
comedy,speculative fiction,Dinosaurus! (1960)
comedy,erotic thriller,Hexed (1993)
comedy,erotic thriller,Half Moon Street (1986)
comedy,erotic thriller,"Rocky Horror Picture Show, The (1975)"
comedy,erotic thriller,"Gore Gore Girls, The (1972)"
comedy,erotic thriller,Birthday Girl (2001)
comedy,erotic thriller,"Bullfighter, The (Matador) (1986)"
comedy,trial,First Monday in October (1981)
comedy,trial,OMG Oh My God! (2012)
comedy,trial,Jury Duty (1995)
comedy,trial,I Am Sam (2001)
comedy,trial,Trial and Error (1997)
comedy,trial,Ace Attorney (Gyakuten saiban) (2012)
comedy,trial,"Leslie, My Name is Evil (Manson, My Name is Evil) (2009)"
comedy,trial,Liar Liar (1997)
comedy,trial,Miracle in Cell No. 7 (2013)
comedy,trial,The Broken Jug (1937)
comedy,trial,My Cousin Vinny (1992)
comedy,trial,"People vs. Larry Flynt, The (1996)"
comedy,trial,Irreconcilable Differences (1984)
comedy,trial,"Castle, The (1997)"
comedy,trial,Find Me Guilty (2006)
comedy,disaster,This Is the End (2013)
comedy,disaster,Mega Piranha (2010)
comedy,disaster,Sand Sharks (2011)
comedy,disaster,Disaster Movie (2008)
comedy,disaster,Hell Comes to Frogtown (1988)
comedy,disaster,Cloudy with a Chance of Meatballs (2009)
comedy,disaster,Seeking a Friend for the End of the World (2012)
comedy,disaster,Mega Python vs. Gatoroid (2011)
comedy,disaster,It's a Disaster (2012)
comedy,disaster,Mega Shark vs. Giant Octopus (2009)
comedy,disaster,Mega Shark vs. Crocosaurus (2010)
comedy,disaster,"Last Man, The (2000)"
comedy,disaster,Airplane! (1980)
comedy,disaster,Chicken Little (2005)
comedy,docudrama,"Late Shift, The (1996)"
comedy,docudrama,Vermont Is For Lovers (1992)
comedy,docudrama,"Super Cops, The (1974)"
comedy,docudrama,Casino Jack (2010)
comedy,docudrama,Glen or Glenda (1953)
comedy,docudrama,Margaret (2009)
comedy,docudrama,Party Monster (2003)
comedy,docudrama,Telstar: The Joe Meek Story (2008)
comedy,western,Arrapaho (1984)
comedy,western,Advance to the Rear (1964)
comedy,western,"Million Ways to Die in the West, A (2014)"
comedy,western,Four Eyes and Six-Guns (1992)
comedy,western,City Slickers (1991)
comedy,western,Annie Get Your Gun (1950)
comedy,western,City Slickers II: The Legend of Curly's Gold (1994)
comedy,western,Hot Lead and Cold Feet (1978)
comedy,western,Oklahoma Crude (1973)
comedy,western,Bandidas (2006)
comedy,western,McLintock! (1963)
comedy,western,"Barbary Coast Gent (Gold Town) (Honest Thief, The) (1944)"
comedy,western,"Dalton, Les (2004)"
comedy,western,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
comedy,western,From Noon Till Three (1976)
comedy,western,More Wild Wild West (1980)
comedy,western,"Run, Man, Run! (Corri uomo corri) (1968)"
comedy,western,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
comedy,western,Gunless (2010)
comedy,western,Texas Across the River (1966)
comedy,western,Rockin' in the Rockies (1945)
comedy,western,Barbed Wire (1952)
comedy,western,Evil Roy Slade (1972)
comedy,western,Almost Heroes (1998)
comedy,western,"Castaway Cowboy, The (1974)"
comedy,western,Young Guns II (1990)
comedy,western,"Life and Times of Judge Roy Bean, The (1972)"
comedy,western,Pocket Money (1972)
comedy,western,"Apple Dumpling Gang, The (1975)"
comedy,western,"Paleface, The (1948)"
comedy,western,Mail Order Bride (1964)
comedy,western,Little Big Man (1970)
comedy,western,Annie Get Your Gun (1967)
comedy,western,Tears of the Black Tiger (Fah talai jone) (2000)
comedy,western,Go West (1940)
comedy,western,"Apple Dumpling Gang Rides Again, The (1979)"
comedy,western,"Companeros (Vamos a matar, compañeros) (1970)"
comedy,western,Full House (O. Henry's Full House) (1952)
comedy,western,"Professional Gun, A (Mercenary, The) (Mercenario, Il) (1968)"
comedy,western,Hearts of the West (1975)
comedy,western,The King and Four Queens (1956)
comedy,western,"Frisco Kid, The (1979)"
comedy,western,Support Your Local Sheriff! (1969)
comedy,western,Young Guns (1988)
comedy,western,"Rainmaker, The (1956)"
comedy,western,Man of the East (1972)
comedy,western,Border Feud (1947)
comedy,western,Son of Paleface (1952)
comedy,western,"Prophet, the Gold and the Transylvanians, The (Profetul, aurul si Ardelenii) (1979)"
comedy,western,Slim Carter (1957)
comedy,western,Rango (2011)
comedy,western,4 for Texas (1963)
comedy,western,"Hallelujah Trail, The (1965)"
comedy,western,Seven Brides for Seven Brothers (1954)
comedy,western,Lightning Jack (1994)
comedy,western,"Ballad of Cable Hogue, The (1970)"
comedy,western,"Southern Yankee, A (1948)"
comedy,western,Goin' South (1978)
comedy,western,"Ace High (Quattro dell'Ave Maria, I) (1968)"
comedy,western,Rustlers' Rhapsody (1985)
comedy,western,"Greater Promise, A (Iskateli Schastya) (1936)"
comedy,western,Sunset (1988)
comedy,western,Go West (1925)
comedy,western,¡Three Amigos! (1986)
comedy,western,Jonah Hex (2010)
comedy,western,Tremors 4: The Legend Begins (2004)
comedy,western,"Scalphunters, The (1968)"
comedy,western,There Was a Crooked Man... (1970)
comedy,western,Stingray Sam (2009)
comedy,western,Blazing Saddles (1974)
comedy,western,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)"
comedy,western,"Misfits, The (1961)"
comedy,western,"Gunfighter, The (2014)"
comedy,western,"Spoilers, The (1942)"
comedy,western,Hannie Caulder (1971)
comedy,western,American Outlaws (2001)
comedy,western,"Villain, The (1979)"
comedy,western,Lucky Luke: The Ballad of the Daltons (1978)
comedy,western,Way Out West (1937)
comedy,western,Luke and Lucy: The Texas Rangers (Suske en Wiske: De Texas rakkers) (2009)
comedy,western,North to Alaska (1960)
